date,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-03-11 17:00:00,2.9,1383.0,11.1515812161294,1019.75,243.0,1008.0,135.0,1718.75,1104.0,9.7750000953674,67.624998092651,0.818501207475343
2004-03-11 18:00:00,4.8,1580.75,20.7992168614605,1318.5,281.0,798.5,151.0,2083.0,1408.5,10.349999904633,64.174999237061,0.806543633173666
2004-03-11 19:00:00,6.9,1775.5,27.3598074935868,1487.75,383.0,702.25,172.0,2332.5,1704.0,9.6500000953674,69.300001144409,0.831921144410088
2004-03-11 20:00:00,6.1,1640.0,24.0177569359492,1404.0,351.0,742.75,165.0,2191.25,1653.75,9.6499998569489,67.75,0.813313935362591
2004-03-11 21:00:00,3.9,1312.75,12.7793682487582,1076.25,240.0,957.25,136.0,1706.5,1284.75,9.125,63.974999427795,0.741924224489251
2004-03-11 22:00:00,1.5,964.5,4.70707191924476,748.5,94.0,1325.25,85.0,1332.5,821.0,8.1750001907349,63.39999961853,0.69048444664144
2004-03-11 23:00:00,1.0,912.75,2.64572150961059,629.25,47.0,1564.5,53.0,1252.25,551.75,8.2499998807907,60.824998855591,0.66574436040631
2004-03-12 00:00:00,1.7,1080.25,5.85480151426304,805.0,122.0,1253.5,97.0,1375.0,815.5,8.3250002861023,58.525000572205,0.643763609633057
2004-03-12 01:00:00,1.9,1043.75,6.37429750967153,829.0,133.0,1247.25,110.0,1378.25,831.5,7.7250001430511,59.674999237061,0.630766060273864
2004-03-12 02:00:00,1.4,987.75,4.13234179510347,718.0,82.0,1395.5,91.0,1303.5,691.5,7.125,61.799999237061,0.62759736878688
2004-03-12 03:00:00,0.8,888.75,1.86944463513703,574.25,246.881251619591,1680.25,113.075515230071,1187.0,512.0,6.9750000238419,62.27499961853,0.626107527809789
2004-03-12 04:00:00,2.15274954391452,831.0,1.06829261164185,505.75,21.0,1892.75,32.0,1133.75,384.0,6.1000000238419,65.900001525879,0.624753631972468
2004-03-12 05:00:00,0.6,847.25,1.02241459897595,501.25,30.0,1894.5,44.0,1154.75,394.0,6.2749999761581,64.97500038147,0.6232823211023
2004-03-12 06:00:00,0.8,927.0,1.83043122583498,571.25,56.0,1684.75,71.0,1222.75,486.5,6.75,62.949999809265,0.623427539214452
2004-03-12 07:00:00,1.4,1090.5,4.3593409968645,730.25,109.0,1387.0,104.0,1360.75,748.25,6.4499999284744,65.075001716614,0.631628114438954
2004-03-12 08:00:00,4.4,1587.0,17.8655867048338,1235.5,307.0,896.5,141.0,1900.25,1400.25,7.3250000476837,63.14999961853,0.649933139307388
2004-03-12 09:00:00,2.15274954391452,1544.5,22.0741620632236,1353.0,246.881251619591,767.25,113.075515230071,2058.0,1587.75,9.2250000238419,56.199998855591,0.656065118917194
2004-03-12 10:00:00,3.1,1350.25,14.0270113667516,1117.5,187.0,912.0,122.0,1711.75,1237.0,13.224999904633,41.749999046326,0.631950130993723
2004-03-12 11:00:00,2.7,1262.75,11.6456465597041,1037.25,216.0,969.0,143.0,1598.25,1166.5,14.325000047684,38.449999809265,0.62430429421539
2004-03-12 12:00:00,2.1,1206.25,10.2246621439528,986.0,143.0,1034.5,113.0,1537.0,959.0,15.025000095367,36.5,0.619532322605736
2004-03-12 13:00:00,2.5,1251.5,11.0399360393008,1015.75,160.0,1007.5,116.0,1592.75,983.0,16.100000143051,34.474999427795,0.62616474015668
2004-03-12 14:00:00,2.7,1287.0,12.8164461964156,1077.5,163.0,948.75,123.0,1660.25,1060.75,16.275000572205,35.72500038147,0.656030611962757
2004-03-12 15:00:00,2.9,1352.75,14.1738511779101,1122.25,190.0,921.75,126.0,1740.0,1139.25,15.825000047684,37.02499961853,0.660961139503487
2004-03-12 16:00:00,2.8,1309.0,12.6905681033727,1073.25,178.0,954.0,120.0,1657.25,1112.25,15.874999761581,37.175000190735,0.6657285250912
2004-03-12 17:00:00,2.4,1274.0,11.7384054162647,1040.5,150.0,1005.75,119.0,1609.75,993.75,16.875000238419,34.349999427795,0.654908514327072
2004-03-12 18:00:00,3.9,1509.5,19.290974886273,1276.5,206.0,812.25,149.0,1909.75,1409.5,15.149999856949,39.550000190735,0.676626507808505
2004-03-12 19:00:00,3.7,1525.25,18.2261782916974,1246.0,202.0,821.0,145.0,1846.75,1447.75,14.399999856949,43.425000190735,0.708449759817737
2004-03-12 20:00:00,6.6,1843.0,32.5562783470705,1609.75,340.0,624.0,170.0,2390.25,1886.5,12.875,50.525000572205,0.747803218850897
2004-03-12 21:00:00,4.4,1597.75,20.0929435644942,1299.0,274.0,752.0,149.0,1940.5,1626.75,12.149999856949,53.349999427795,0.75362022278253
2004-03-12 22:00:00,3.5,1483.5,14.3213424226295,1127.0,253.0,839.0,139.0,1723.0,1491.0,10.975000143051,59.125000953674,0.773980003386285
2004-03-12 23:00:00,5.4,1677.25,21.8128650694319,1346.0,300.0,740.5,134.0,2062.0,1657.0,9.6749999523163,64.624999046326,0.777073942547362
2004-03-13 00:00:00,2.7,1279.5,9.63899981451842,964.0,193.0,962.5,113.0,1543.5,1285.25,9.4500002861023,64.125,0.759746528235943
2004-03-13 01:00:00,1.9,1196.25,7.3751394675463,873.0,139.0,1071.25,97.0,1463.25,1144.25,9.1499998569489,63.900001525879,0.742276412922536
2004-03-13 02:00:00,1.6,1183.75,5.36960416968744,781.75,83.0,1176.25,82.0,1364.5,1042.75,8.7999999523163,63.924998283386,0.725615371264939
2004-03-13 03:00:00,1.7,1171.75,5.3901039395437,782.75,246.881251619591,1178.5,113.075515230071,1379.75,995.5,7.8000000715256,67.52499961853,0.717312114894101
2004-03-13 04:00:00,2.15274954391452,1147.0,6.19904196329595,821.0,109.0,1132.25,83.0,1411.75,991.5,7.0,71.075000762939,0.715778469303664
2004-03-13 05:00:00,1.0,978.25,2.57793219937785,624.75,62.0,1420.25,65.0,1274.25,819.25,8.2999999523163,63.574999809265,0.698154620475691
2004-03-13 06:00:00,1.2,1099.5,2.90854800942283,646.25,53.0,1406.25,60.0,1267.5,835.0,7.2000000476837,67.47500038147,0.688672147083888
2004-03-13 07:00:00,1.5,1112.25,5.13625582872442,770.25,139.0,1228.0,77.0,1408.5,939.75,6.3499999046326,71.89999961853,0.693198558734372
2004-03-13 08:00:00,2.7,1335.5,11.8171386009924,1043.25,256.0,935.25,96.0,1678.0,1191.75,6.450000166893,71.550001144409,0.694475479717602
2004-03-13 09:00:00,3.7,1408.3333333333,15.1401611984076,1153.0,295.0,830.33333333333,119.0,1776.6666666667,1411.0,9.5666666030884,59.666667938232,0.712366561199275
2004-03-13 10:00:00,3.2,1447.0,12.9130630959072,1080.75,250.0,868.5,126.0,1666.75,1465.0,12.375,51.175000190735,0.733458385064077
2004-03-13 11:00:00,4.1,1541.5,16.133508844949,1183.75,296.0,808.25,158.0,1779.75,1582.5,15.649999856949,42.199999809265,0.745093757777433
2004-03-13 12:00:00,3.6,1451.25,14.019301019815,1117.25,239.0,875.25,161.0,1679.25,1387.25,18.400000095367,33.824999809265,0.708963570176462
2004-03-13 13:00:00,2.8,1328.25,12.2796640772005,1059.25,153.0,986.5,124.0,1599.5,1100.5,19.35000038147,31.275000095367,0.69500810475274
2004-03-13 14:00:00,2.0,1206.5,8.61841257653228,924.25,118.0,1087.75,102.0,1488.25,849.75,18.02499961853,34.800000190735,0.712673874194492
2004-03-13 15:00:00,2.0,1239.5,9.19656674023842,947.0,119.0,1049.0,116.0,1531.75,947.0,18.375,33.64999961853,0.704207020809635
2004-03-13 16:00:00,2.5,1306.0,10.2448870843445,986.75,138.0,1004.0,124.0,1554.0,1078.0,17.625,35.10000038147,0.701203250936439
2004-03-13 17:00:00,2.3,1326.0,10.6118444604737,1000.25,148.0,975.5,125.0,1601.5,1083.75,16.675000190735,37.799999237061,0.711736403843592
2004-03-13 18:00:00,3.2,1472.75,15.4522099649153,1162.75,227.0,830.5,148.0,1779.0,1394.75,16.099999904633,41.02499961853,0.74513149435854
2004-03-13 19:00:00,4.2,1609.0,19.6367846639173,1286.25,277.0,757.5,165.0,1922.0,1611.5,15.825000047684,42.400000572205,0.756914327667609
2004-03-13 20:00:00,4.2,1610.75,19.2027279161836,1274.0,279.0,754.25,161.0,1915.0,1697.25,15.650000095367,44.10000038147,0.778640655070786
2004-03-13 21:00:00,4.2,1620.5,18.2693103571497,1247.25,283.0,762.0,159.0,1860.0,1885.5,15.325000047684,46.775000572205,0.809124428576824
2004-03-13 22:00:00,3.1,1444.25,13.1447043018938,1088.5,214.0,844.0,143.0,1747.5,1623.75,14.649999856949,48.625,0.80596941410723
2004-03-13 23:00:00,2.6,1418.0,10.8733671544159,1009.75,172.0,892.0,130.0,1603.0,1536.25,14.700000286102,49.275000572205,0.819336124419836
2004-03-14 00:00:00,2.9,1533.5,10.9634579591418,1013.0,190.0,888.5,129.0,1610.75,1534.75,13.949999809265,53.60000038147,0.849771720433188
2004-03-14 01:00:00,2.8,1483.5,11.8601785184833,1044.75,174.0,879.75,119.0,1624.25,1529.75,14.649999856949,51.5,0.853623132679122
2004-03-14 02:00:00,2.5,1366.75,8.62467882305587,924.5,128.0,952.5,104.0,1543.0,1337.0,12.549999952316,58.900000572205,0.85374007387939
2004-03-14 03:00:00,2.4,1344.0,9.73778645667019,967.75,246.881251619591,920.5,113.075515230071,1619.75,1278.25,11.649999856949,63.425000190735,0.867449231574494
2004-03-14 04:00:00,2.15274954391452,1129.5,5.19165420320401,773.0,70.0,1130.25,82.0,1451.75,1050.5,12.099999904633,61.100001335144,0.860316213167264
2004-03-14 05:00:00,1.2,1062.0,3.65042314632487,691.0,53.0,1271.5,70.0,1376.75,929.0,11.475000143051,63.10000038147,0.853275383438132
2004-03-14 06:00:00,1.0,1075.75,2.48134193464027,618.25,44.0,1395.25,63.0,1333.0,872.25,11.599999904633,62.150000572205,0.847263625910027
2004-03-14 07:00:00,0.9,1028.25,2.42998440227742,614.75,74.0,1383.5,67.0,1340.0,853.0,10.399999856949,67.649998664856,0.852998730292664
2004-03-14 08:00:00,1.4,1154.5,4.21051013605492,722.25,101.0,1224.75,84.0,1413.75,959.25,11.574999809265,62.674999237061,0.853038223008775
2004-03-14 09:00:00,1.6,1235.25,6.35227671107466,828.0,118.0,1055.25,83.0,1527.0,1093.25,12.424999952316,60.0,0.862715127329646
2004-03-14 10:00:00,2.2,1331.5,8.58711047460812,923.0,144.0,951.75,98.0,1613.75,1225.0,14.525000095367,53.074999809265,0.872781622355281
2004-03-14 11:00:00,2.8,1444.75,10.859535166937,1009.25,176.0,878.25,114.0,1696.0,1355.25,16.875000476837,46.099999427795,0.878931094266637
2004-03-14 12:00:00,2.8,1415.5,10.659815662689,1002.0,161.0,906.75,119.0,1676.5,1261.5,19.300000190735,38.25,0.847404802141443
2004-03-14 13:00:00,2.0,1281.25,7.5400724561671,880.0,113.0,1083.75,104.0,1525.0,980.0,21.174999713898,31.449999809265,0.781195716500223
2004-03-14 14:00:00,1.8,1207.25,7.50459879503786,878.5,103.0,1103.5,102.0,1489.5,872.25,21.424999713898,30.199999809265,0.761591876762662
2004-03-14 15:00:00,1.9,1257.75,8.16011292462577,905.75,112.0,1081.25,107.0,1511.0,900.25,21.925000190735,28.950000286102,0.752458954569446
2004-03-14 16:00:00,3.0,1457.75,11.8673583229011,1045.0,170.0,973.75,129.0,1646.0,1098.5,22.224999904633,28.39999961853,0.75162732411887
2004-03-14 17:00:00,2.9,1437.75,12.0330047450844,1050.75,180.0,942.5,128.0,1667.5,1206.25,21.299999713898,30.75,0.769615491914451
2004-03-14 18:00:00,2.5,1477.75,12.1633233067485,1055.25,160.0,929.25,121.0,1670.75,1262.25,19.650000095367,36.699999809265,0.830706131849699
2004-03-14 19:00:00,4.6,1807.5,20.5717148773256,1312.25,261.0,753.25,157.0,1992.75,1697.75,18.374999523163,41.72500038147,0.873195770557749
2004-03-14 20:00:00,5.9,1898.0,23.1421258052954,1381.25,325.0,680.5,173.0,2102.75,1904.75,17.625,46.099999427795,0.920953536057598
2004-03-14 21:00:00,3.4,1559.5,14.720453409836,1139.75,217.0,783.75,146.0,1817.5,1648.0,16.650000095367,49.575000762939,0.931990047324965
2004-03-14 22:00:00,2.1,1324.25,9.0041992473233,939.5,146.0,923.5,121.0,1587.0,1422.75,16.25,50.950000762939,0.934147213162256
2004-03-14 23:00:00,2.2,1348.75,8.83888507899354,933.0,152.0,933.0,119.0,1616.5,1348.75,14.725000143051,55.925000190735,0.931385622492128
2004-03-15 00:00:00,1.8,1238.75,7.35756037487877,872.25,104.0,985.0,99.0,1546.5,1250.25,14.825000047684,54.675001144409,0.916354325468305
2004-03-15 01:00:00,1.8,1239.0,6.91820721621939,853.25,106.0,1010.25,93.0,1543.25,1173.75,14.049999952316,57.0,0.909448936766347
2004-03-15 02:00:00,1.8,1223.75,6.95819119577501,855.0,108.0,998.25,88.0,1565.75,1148.75,13.350000143051,61.349999427795,0.936085703142246
2004-03-15 03:00:00,1.1,1078.25,4.42986293048355,734.0,246.881251619591,1128.25,113.075515230071,1486.75,1020.5,12.599999904633,63.474999427795,0.923017421899872
2004-03-15 04:00:00,2.15274954391452,1077.5,3.99592429292043,710.5,66.0,1150.0,71.0,1467.5,1012.75,12.349999904633,65.35000038147,0.935112286576449
2004-03-15 05:00:00,1.0,1074.5,3.86591433757495,703.25,88.0,1155.75,74.0,1463.75,1010.0,11.899999856949,67.449998855591,0.937538176934132
2004-03-15 06:00:00,1.4,1156.75,6.38532009007916,829.5,138.0,1029.5,80.0,1584.0,1083.0,11.375,70.52499961853,0.94751622433819
2004-03-15 07:00:00,2.2,1314.0,9.68504680651757,965.75,228.0,896.75,89.0,1710.25,1234.75,11.324999809265,70.200000762939,0.940095096018487
2004-03-15 08:00:00,5.5,1796.75,25.8704576609989,1451.0,360.0,652.0,114.0,2323.0,1679.5,12.400000095367,63.875000953674,0.916954694148268
2004-03-15 09:00:00,8.1,1961.25,36.6920625306725,1701.0,478.0,536.75,149.0,2665.25,2184.25,14.774999856949,54.324999809265,0.907609536041863
2004-03-15 10:00:00,5.8,1770.5,26.6360247644022,1470.0,394.0,621.5,157.0,2261.5,1973.0,17.400000095367,45.64999961853,0.899298170646737
2004-03-15 11:00:00,4.2,1563.5,20.1109230934355,1299.5,319.0,709.75,155.0,2029.0,1798.25,19.800000190735,38.525000572205,0.880059991386787
2004-03-15 12:00:00,3.1,1430.0,14.0964857998777,1119.75,201.0,830.5,134.0,1783.25,1522.0,22.025000095367,34.050000190735,0.890368518812603
2004-03-15 13:00:00,2.9,1417.25,14.9257192296359,1146.25,171.0,829.5,119.0,1830.5,1404.0,23.324999809265,32.174999237061,0.909599219567394
2004-03-15 14:00:00,2.9,1400.25,15.4361414715479,1162.25,159.0,838.25,111.0,1828.5,1263.25,23.875,29.97500038147,0.875658528812498
2004-03-15 15:00:00,2.5,1317.25,12.0908502187765,1052.75,153.0,926.0,104.0,1706.75,1137.0,24.449999809265,28.900000095367,0.873591912397843
2004-03-15 16:00:00,2.3,1317.75,11.524820242424,1033.0,143.0,949.75,99.0,1675.0,1068.0,24.375,29.39999961853,0.884761711720098
2004-03-15 17:00:00,2.8,1445.25,14.7598334717014,1141.0,156.0,856.5,110.0,1823.5,1251.5,23.849999904633,31.325000762939,0.913735211108514
2004-03-15 18:00:00,6.1,1917.0,32.148843679454,1600.5,314.0,631.25,162.0,2447.0,1843.25,22.549999237061,35.375000953674,0.954699820747348
2004-03-15 19:00:00,8.0,2039.75,39.2023396793109,1754.25,404.0,542.25,187.0,2679.0,2122.25,20.425000667572,42.5,1.00863133410742
2004-03-15 20:00:00,6.5,1894.75,30.9613050604526,1573.25,320.0,565.0,165.0,2442.75,1991.5,18.275000095367,52.625000953674,1.09451809331328
2004-03-15 21:00:00,4.2,1594.5,19.8956214632544,1293.5,256.0,678.25,145.0,2057.5,1707.0,16.650000095367,57.375,1.07862689142397
2004-03-15 22:00:00,3.2,1438.5,15.3158550496017,1158.5,193.0,764.25,125.0,1856.25,1494.25,15.699999809265,60.150000572205,1.06537155496259
2004-03-15 23:00:00,1.4,1141.5,6.89540334724039,852.25,89.0,1008.25,101.0,1547.25,1164.25,15.250000238419,61.449998855591,1.05795549907789
2004-03-16 00:00:00,2.1,1303.6666666667,11.1399291687717,1019.3333333333,127.0,852.33333333333,103.0,1731.3333333333,1271.6666666667,14.066666603088,65.699999491374,1.04937240309704
2004-03-16 01:00:00,1.2,1074.25,5.40550061636386,783.5,79.0,1097.75,88.0,1483.0,1039.75,14.825000047684,60.550001144409,1.01481946583304
2004-03-16 02:00:00,0.8,968.0,2.81068803712354,640.0,43.0,1319.5,61.0,1385.75,866.75,14.75,59.224999427795,0.98790811078165
2004-03-16 03:00:00,0.7,929.25,2.32506154714736,607.5,246.881251619591,1375.5,113.075515230071,1364.25,825.75,13.624999761581,62.050000190735,0.963554995618419
2004-03-16 04:00:00,2.15274954391452,941.0,2.58917830277434,625.5,59.0,1315.75,59.0,1373.25,839.75,12.324999809265,66.150000572205,0.94503619519685
2004-03-16 05:00:00,0.6,937.0,2.00874263451747,584.75,38.0,1411.5,52.0,1348.0,792.5,12.75,63.22500038147,0.928289804021358
2004-03-16 06:00:00,0.9,1017.0,3.48268932511739,681.25,82.0,1245.75,64.0,1417.5,869.5,11.174999952316,68.47500038147,0.908107123101593
2004-03-16 07:00:00,1.3,1171.25,5.13123218069203,770.0,99.0,1161.75,70.0,1466.75,930.0,10.975000143051,66.5,0.870522949598188
2004-03-16 08:00:00,3.4,1541.0,16.1744570491836,1185.0,263.0,770.0,97.0,1888.75,1406.5,11.674999952316,63.650000572205,0.871936587706563
2004-03-16 09:00:00,3.7,1539.25,19.6634938563942,1287.0,229.0,697.5,95.0,2054.75,1507.0,13.625,56.299999237061,0.87426504717691
2004-03-16 10:00:00,5.3,1734.75,25.0551503033635,1430.5,396.0,628.25,150.0,2211.0,1843.25,17.824999332428,42.875,0.867225463172316
2004-03-16 11:00:00,4.1,1571.0,20.0031487828612,1296.5,314.0,730.0,162.0,1972.75,1729.0,21.449999809265,33.324999332428,0.84167129582407
2004-03-16 12:00:00,3.3,1451.75,18.3470575765895,1249.5,217.0,775.5,154.0,1868.25,1583.25,24.375,27.35000038147,0.823069165545269
2004-03-16 13:00:00,4.0,1579.0,22.30858297567,1359.25,252.0,724.0,161.0,1997.75,1670.75,25.250000476837,26.075000286102,0.826380755245821
2004-03-16 14:00:00,3.8,1466.25,20.4447799792646,1308.75,263.0,772.5,161.0,1897.0,1491.25,25.825000286102,23.150000095367,0.75893696308813
2004-03-16 15:00:00,2.8,1279.75,14.6104279603631,1136.25,180.0,892.75,128.0,1675.25,1239.75,27.0,20.200000286102,0.709361513029415
2004-03-16 16:00:00,2.9,1407.0,16.5532543441309,1196.5,184.0,905.25,129.0,1758.75,1313.0,28.249999523163,18.574999809265,0.701385738833639
2004-03-16 17:00:00,2.9,1388.75,15.7831830968185,1173.0,190.0,898.25,133.0,1739.0,1363.25,27.974999904633,19.10000038147,0.709825085363188
2004-03-16 18:00:00,3.4,1447.25,17.839947776419,1234.75,184.0,858.75,139.0,1778.0,1295.75,23.900000095367,25.699999809265,0.751891040812467
2004-03-16 19:00:00,3.9,1551.0,19.0970593371571,1271.0,181.0,800.25,137.0,1874.5,1432.25,21.349999904633,34.77499961853,0.872993133385565
2004-03-16 20:00:00,3.2,1473.5,15.766968720541,1172.5,166.0,854.25,143.0,1776.0,1431.75,20.425000190735,36.675000190735,0.870389489318189
2004-03-16 21:00:00,5.1,1799.5,24.8776718706072,1426.0,317.0,700.0,177.0,2105.5,2033.5,19.025000095367,41.349999427795,0.9007307308827
2004-03-16 22:00:00,2.6,1379.25,13.5296047306945,1101.25,184.0,817.5,138.0,1710.0,1601.75,17.925000190735,45.900000572205,0.934186045021659
2004-03-16 23:00:00,1.7,1200.5,9.08734562656723,942.75,130.0,935.0,117.0,1559.75,1361.75,16.700000286102,48.925000190735,0.922649925527229
2004-03-17 00:00:00,1.7,1204.75,8.63094701114028,924.75,132.0,922.0,107.0,1546.5,1314.25,15.524999856949,52.925000190735,0.927128229788003
2004-03-17 01:00:00,1.2,1071.5,5.41577546769362,784.0,95.0,1065.5,90.0,1441.75,1113.75,15.475000143051,51.875,0.905875280404742
2004-03-17 02:00:00,0.9,997.75,4.05025697922261,713.5,70.0,1169.25,79.0,1383.25,991.5,14.125,55.575000762939,0.890955805621134
2004-03-17 03:00:00,0.7,933.25,2.58167858149119,625.0,246.881251619591,1291.5,113.075515230071,1331.5,883.75,13.050000190735,57.900000572205,0.866633008205141
2004-03-17 04:00:00,2.15274954391452,882.75,1.89893459059638,576.5,54.0,1396.0,60.0,1303.25,808.25,12.650000333786,57.900000572205,0.844660352882309
2004-03-17 05:00:00,0.5,868.75,1.60682825754362,553.5,28.0,1459.5,40.0,1267.75,667.0,11.824999809265,58.025000572205,0.802631932115946
2004-03-17 06:00:00,0.5,890.75,1.89564821439389,576.25,46.0,1416.5,53.0,1289.25,733.0,11.900000095367,57.39999961853,0.797845704087235
2004-03-17 07:00:00,1.6,1172.75,7.48688871524111,877.75,160.0,1038.0,84.0,1556.25,1051.75,9.9000000953674,65.199999809265,0.795645557063286
2004-03-17 08:00:00,4.1,1587.25,21.3587914677704,1333.75,320.0,702.25,108.0,1998.75,1533.5,11.125,60.200000762939,0.795775686798181
2004-03-17 09:00:00,6.6,1851.5,36.4484129678467,1695.75,377.0,552.75,127.0,2535.25,1931.0,14.124999761581,50.024998664856,0.801980417428492
2004-03-17 10:00:00,4.3,1521.5,21.2666240959474,1331.25,280.0,702.5,134.0,2025.75,1733.75,17.699999809265,40.099999427795,0.804829145343837
2004-03-17 11:00:00,2.9,1438.25,15.3879787633903,1160.75,221.0,818.5,135.0,1781.5,1595.0,21.10000038147,33.425000190735,0.826486216136783
2004-03-17 12:00:00,2.5,1393.25,12.4990742249498,1066.75,210.0,905.0,142.0,1654.25,1489.75,24.300000190735,28.275000572205,0.847127690473709
2004-03-17 13:00:00,2.8,1452.0,15.1083097464741,1152.0,204.0,860.5,153.0,1747.0,1507.5,25.575000286102,25.550000190735,0.825394882927794
2004-03-17 14:00:00,2.6,1389.25,13.7352900540719,1108.0,161.0,886.5,123.0,1711.5,1334.0,25.85000038147,25.900000095367,0.85033934257859
2004-03-17 15:00:00,2.0,1207.0,10.4344740653145,993.75,135.0,1013.0,104.0,1519.5,1044.75,26.824999809265,18.699999809265,0.650017745071002
2004-03-17 16:00:00,2.9,1365.25,15.1640685521067,1153.75,186.0,939.5,129.0,1678.5,1221.25,29.275000095367,15.750000238419,0.630890454462326
2004-03-17 17:00:00,2.5,1247.0,12.3088230185015,1060.25,147.0,1032.0,114.0,1524.75,1068.5,28.5,14.900000095367,0.570801909228313
2004-03-17 18:00:00,5.0,1556.75,26.9510250138981,1477.75,299.0,793.0,158.0,1980.5,1568.5,25.85000038147,15.950000286102,0.523664583300076
2004-03-17 19:00:00,7.6,1972.5,38.3932461107534,1737.25,411.0,616.75,194.0,2413.75,2305.5,23.125,26.5,0.740260610410356
2004-03-17 20:00:00,6.7,1974.75,35.1036312781365,1666.5,347.0,596.75,182.0,2415.5,2358.5,20.52499961853,38.249999046326,0.913314176820952
2004-03-17 21:00:00,5.7,1794.75,27.2471308265559,1485.0,336.0,652.5,180.0,2174.0,2050.0,19.050000190735,42.60000038147,0.929387703869648
2004-03-17 22:00:00,2.8,1443.75,15.0446926576102,1150.0,202.0,769.5,136.0,1726.5,1726.5,17.150000095367,44.125000953674,0.855830709685321
2004-03-17 23:00:00,2.6,1488.0,15.7102743679626,1170.75,178.0,731.0,127.0,1777.5,1705.0,16.025000095367,50.924999237061,0.920598757969973
2004-03-18 00:00:00,2.3,1371.25,12.9726733462054,1082.75,154.0,795.75,116.0,1668.75,1550.5,14.799999952316,53.924999237061,0.902354487489932
2004-03-18 01:00:00,1.4,1160.75,8.12342211987772,904.25,92.0,946.75,107.0,1502.0,1240.25,14.274999856949,55.449999809265,0.897473060910826
