date,open,high,low,close,Volume BTC,Volume USD
2018/5/19 6:00,8240.83,8250.86,8213.52,8214.9,407218.44,49.47
2018/5/19 7:00,8214.9,8235.77,8141.08,8170.07,1635561.11,200.05
2018/5/19 8:00,8170.07,8232.12,8146.1,8229.87,2084416.27,254.37
2018/5/19 9:00,8229.87,8232.14,8186.03,8205.87,534277.71,65.05
2018/5/19 10:00,8205.87,8252.72,8197.09,8252.56,973949.1,118.19
2018/5/19 11:00,8252.56,8370,8231.21,8365,3756666.78,452.4
2018/5/19 12:00,8365,8395,8323.82,8348.65,1515145.91,181.03
2018/5/19 13:00,8348.65,8374.48,8296,8303.99,2396164.65,288.04
2018/5/19 14:00,8303.99,8331,8296.31,8310.48,1211564.62,145.78
2018/5/19 15:00,8310.48,8319.43,8282.65,8310,914008.13,110.14
2018/5/19 16:00,8310,8323.4,8280,8289.87,460298.97,55.48
2018/5/19 17:00,8289.87,8314.55,8273.36,8304.99,670466.42,80.87
2018/5/19 18:00,8304.99,8330.62,8290.08,8301.35,557058.42,67.01
2018/5/19 19:00,8301.35,8314.8,8277.93,8313.12,490869.95,59.16
2018/5/19 20:00,8313.12,8323.99,8240.07,8240.07,1003909.19,121.26
2018/5/19 21:00,8240.07,8263.03,8191.14,8199.99,2011809.97,244.37
2018/5/19 22:00,8199.99,8247.78,8178,8226.98,1286987.77,156.87
2018/5/19 23:00,8226.98,8253.75,8193.7,8231.2,662468.24,80.48
2018/5/20 0:00,8231.2,8237.89,8180,8198.89,1142083.49,139.32
2018/5/20 1:00,8198.89,8235,8170.71,8215.85,766516.77,93.52
2018/5/20 2:00,8215.85,8279.99,8215.53,8279.99,1650131.91,200.23
2018/5/20 3:00,8279.99,8290,8240.02,8255.08,805928.89,97.4
2018/5/20 4:00,8255.08,8278.71,8237.17,8270.4,562265.21,68.08
2018/5/20 5:00,8270.4,8275.34,8237.17,8244.24,387793.11,47
2018/5/20 6:00,8244.24,8279.31,8239.12,8239.12,302819.43,36.65
2018/5/20 7:00,8239.12,8279.98,8227.79,8267.14,237383.81,28.75
2018/5/20 8:00,8267.14,8294.04,8247.57,8282.27,1512212.5,182.85
2018/5/20 9:00,8282.27,8356.4,8274.24,8350.62,3331304.35,400.18
2018/5/20 10:00,8350.62,8374.94,8326.1,8336.6,2405941.52,288.1
2018/5/20 11:00,8336.6,8354.83,8320.61,8336.91,1526304.88,182.94
2018/5/20 12:00,8336.91,8360.45,8281.31,8311.21,6461086.55,777.81
2018/5/20 13:00,8311.21,8337.14,8269.85,8312.09,4091819.61,493.59
2018/5/20 14:00,8312.09,8351.97,8311.16,8345.19,989627.93,118.63
2018/5/20 15:00,8345.19,8377.29,8336.11,8377.2,1458258.14,174.37
2018/5/20 16:00,8377.2,8549,8369.86,8481.11,7638432.56,901.75
2018/5/20 17:00,8481.11,8531.9,8471.51,8516.36,1890285.06,222.45
2018/5/20 18:00,8516.36,8551.79,8511,8524,970082.61,113.8
2018/5/20 19:00,8524,8529.9,8476.66,8517.04,716199.66,84.2
2018/5/20 20:00,8517.04,8590,8507.68,8558.5,2236806.38,261.44
2018/5/20 21:00,8558.5,8576.1,8509.24,8521.99,1441386.46,168.78
2018/5/20 22:00,8521.99,8549.89,8482.53,8484.93,945173.95,111.07
2018/5/20 23:00,8484.93,8531.89,8484.93,8518.48,1039651.53,122.12
2018/5/21 0:00,8518.48,8550,8450,8488.99,2270996.22,267.32
2018/5/21 1:00,8488.99,8493.29,8434.47,8466.72,1781511.22,210.39
2018/5/21 2:00,8466.72,8522.98,8461.1,8492.55,1796732.1,211.36
2018/5/21 3:00,8492.55,8517,8481,8494.28,1243440.09,146.22
2018/5/21 4:00,8494.28,8537.29,8480,8510.95,794857.98,93.39
2018/5/21 5:00,8510.95,8524.51,8488.1,8498.64,757615.4,89.04
2018/5/21 6:00,8498.64,8589.1,8471.09,8551.1,2625625.98,307.59
2018/5/21 7:00,8551.1,8589.07,8509.2,8524.22,2625385.12,307.2
2018/5/21 8:00,8524.22,8536.92,8482.64,8510.11,1397602.7,164.24
2018/5/21 9:00,8510.11,8524.03,8469,8475.62,1284155.02,151.21
2018/5/21 10:00,8475.62,8497.8,8440.4,8476.58,3385537.12,399.77
2018/5/21 11:00,8476.58,8498,8440.52,8467.13,3066491.89,362.01
2018/5/21 12:00,8467.13,8513.5,8461.8,8499.84,2215455.32,260.85
2018/5/21 13:00,8499.84,8510,8480,8490.42,1973913.04,232.32
2018/5/21 14:00,8490.42,8494.7,8358.17,8407.09,9332733.78,1109.45
2018/5/21 15:00,8407.09,8427.29,8380.73,8409.42,2929383.48,348.5
2018/5/21 16:00,8409.42,8419.03,8370,8400.96,1767122.38,210.57
2018/5/21 17:00,8400.96,8415.47,8383.12,8383.14,2309642.29,274.92
2018/5/21 18:00,8383.14,8389.99,8320,8350,2318958.3,277.83
2018/5/21 19:00,8350,8397.57,8349.17,8373.01,833402.27,99.57
2018/5/21 20:00,8373.01,8455,8357.11,8412.8,2296318.88,273.12
2018/5/21 21:00,8412.8,8429.66,8370.58,8385.57,1088793.49,129.47
2018/5/21 22:00,8385.57,8412.61,8367.21,8408.53,948783.47,113.05
2018/5/21 23:00,8408.53,8424,8376.99,8391.76,735947.94,87.6
2018/5/22 0:00,8391.76,8417.65,8335.6,8367.36,1334098.84,159.37
2018/5/22 1:00,8367.36,8369.7,8252.72,8280.24,3599986.96,433.28
2018/5/22 2:00,8280.24,8326.5,8264.49,8297.91,1105910.91,133.29
2018/5/22 3:00,8297.91,8336.65,8282.59,8333.99,1668827.1,200.57
2018/5/22 4:00,8333.99,8333.99,8271.09,8285.29,1745404.5,210.33
2018/5/22 5:00,8285.29,8314.32,8261.52,8280,1711668.56,206.4
2018/5/22 6:00,8280,8355.97,8280,8317.02,2975233.66,357.53
2018/5/22 7:00,8317.02,8333.49,8297,8320.16,893167.95,107.43
2018/5/22 8:00,8320.16,8325.6,8290,8295.9,968758.33,116.54
2018/5/22 9:00,8295.9,8296.01,8220,8245.47,3954060.34,479.07
2018/5/22 10:00,8245.47,8264.98,8230.45,8264.98,2396600.17,290.38
2018/5/22 11:00,8264.98,8271.31,8180,8200,6677263.92,812.96
2018/5/22 12:00,8200,8200,8119.38,8170,12590344.3,1542.87
2018/5/22 13:00,8170,8232.14,8170,8217,3531957.36,430.36
2018/5/22 14:00,8217,8246,8189.84,8231.63,2571209.76,312.54
2018/5/22 15:00,8231.63,8248.94,8210.76,8232.8,1092216.63,132.75
2018/5/22 16:00,8232.8,8259.95,8212.68,8225.38,2749747.1,333.64
2018/5/22 17:00,8225.38,8242.49,8200,8200.01,1691348.41,205.86
2018/5/22 18:00,8200.01,8232.04,8186,8219.98,987841.55,120.33
2018/5/22 19:00,8219.98,8230.9,8161.77,8187.98,2154447.98,263.1
2018/5/22 20:00,8187.98,8205,8063.15,8100.32,3726655.56,457.64
2018/5/22 21:00,8100.32,8118.98,8050.01,8076.99,3645274.58,451.55
2018/5/22 22:00,8076.99,8103.07,7951.41,7964.73,7709536.04,962.22
2018/5/22 23:00,7964.73,8040.95,7964.73,7984.08,3050737.29,381.04
2018/5/23 0:00,7984.08,8032.01,7949.35,7949.35,3091965.82,386.95
2018/5/23 1:00,7949.35,7960.25,7861.32,7900.61,7145257.61,905.87
2018/5/23 2:00,7900.61,7920,7865,7895.5,3581660.98,453.48
2018/5/23 3:00,7895.5,7960,7886.48,7960,4303268.66,542.31
2018/5/23 4:00,7960,7960,7870.35,7900,3770631.06,476.48
2018/5/23 5:00,7900,7935,7885.2,7921.99,2706640.68,341.79
2018/5/23 6:00,7921.99,7960.99,7896.41,7943.07,5177887.78,654.23
2018/5/23 7:00,7943.07,7951.38,7811.62,7856.37,6050212.49,769.1
2018/5/23 8:00,7856.37,7888.92,7808.05,7848.3,5641175.8,719.94
2018/5/23 9:00,7848.3,7870,7808,7852.68,4101667.16,523.05
2018/5/23 10:00,7852.68,7909.75,7836.79,7847.1,3225267.49,409.37
2018/5/23 11:00,7847.1,7882.27,7801.02,7849.31,2001326.08,255.12
2018/5/23 12:00,7849.31,7949.27,7847.36,7911.83,4363105.92,551.86
2018/5/23 13:00,7911.83,7944.73,7883,7901.01,2694515.99,340.62
2018/5/23 14:00,7901.01,7916.48,7850.72,7887,3849142.84,488.69
2018/5/23 15:00,7887,7906,7676.27,7710.02,8694282.48,1120.73
2018/5/23 16:00,7710.02,7719.37,7553.6,7625.38,14845922.51,1946.82
2018/5/23 17:00,7625.38,7637.06,7435.49,7516.28,13613355.32,1809.02
2018/5/23 18:00,7516.28,7563.5,7450.1,7495.31,12526264.15,1667.13
2018/5/23 19:00,7495.31,7635.13,7495.31,7590.34,7411840.58,979.6
2018/5/23 20:00,7590.34,7649,7516.97,7596.24,6614312.32,870.92
2018/5/23 21:00,7596.24,7641.49,7561.72,7640.23,1739969.46,229.17
2018/5/23 22:00,7640.23,7653.56,7543.4,7562.1,2820102.91,371.65
2018/5/23 23:00,7562.1,7582.97,7468.31,7502.89,6180156.99,822
2018/5/24 0:00,7502.89,7613.19,7502.89,7584.1,2460799.3,325.18
2018/5/24 1:00,7584.1,7654,7573.92,7601.65,4112785.65,540.25
2018/5/24 2:00,7601.65,7631.44,7563.71,7584.02,1947851.29,256.6
2018/5/24 3:00,7584.02,7654.44,7573.34,7613.52,2116667,277.82
2018/5/24 4:00,7613.52,7733.99,7613.52,7733.99,4045196,525.96
2018/5/24 5:00,7733.99,7733.99,7656.9,7691.78,2758318.97,358.18
2018/5/24 6:00,7691.78,7709.12,7627.52,7650.22,2071001.55,270.15
2018/5/24 7:00,7650.22,7680.92,7526.94,7567.1,4492668.08,590.82
2018/5/24 8:00,7567.1,7571.62,7375.65,7411.24,7623654.89,1023.99
2018/5/24 9:00,7411.24,7426,7267.24,7373.51,6226439.76,848.47
2018/5/24 10:00,7373.51,7412.57,7296.98,7354,3765392.54,512.51
2018/5/24 11:00,7354,7410.73,7339.5,7375.56,4072856.99,552.58
2018/5/24 12:00,7375.56,7543.27,7284.14,7508.78,7620250.28,1028.52
2018/5/24 13:00,7508.78,7542.92,7472.81,7499.94,3845263.3,512.07
2018/5/24 14:00,7499.94,7575,7456.5,7508,5600222.8,745.34
2018/5/24 15:00,7508,7578,7490.16,7566.92,4608572.38,612.14
2018/5/24 16:00,7566.92,7567.93,7483.2,7518.99,3469215,461.19
2018/5/24 17:00,7518.99,7544.47,7450.01,7524.49,3439356.86,458.51
2018/5/24 18:00,7524.49,7608.51,7487.34,7586.42,3359171.25,444.61
2018/5/24 19:00,7586.42,7635,7562.12,7585.48,1747314.92,230.02
2018/5/24 20:00,7585.48,7585.48,7511.27,7550,2421129.23,321.09
2018/5/24 21:00,7550,7567.57,7486.98,7538.55,1809071.55,241.01
2018/5/24 22:00,7538.55,7597,7510.6,7584.99,1605392.46,212.59
2018/5/24 23:00,7584.99,7624.94,7543.27,7586.88,2268021.38,298.79
2018/5/25 0:00,7586.88,7588.56,7524.47,7560.55,1558385.56,206.5
2018/5/25 1:00,7560.55,7575.97,7508.74,7563.99,1470277.73,194.76
2018/5/25 2:00,7563.99,7661.07,7557.03,7632.98,3562218.12,468.03
2018/5/25 3:00,7632.98,7639,7572.25,7600.8,1428546.33,188.05
2018/5/25 4:00,7600.8,7620.31,7562.32,7588.75,1952884.12,257.19
2018/5/25 5:00,7588.75,7644.98,7579.4,7625.99,1108148.73,145.64
2018/5/25 6:00,7625.99,7657.13,7476.11,7510.95,4824100.08,637.02
2018/5/25 7:00,7510.95,7526.16,7380,7421.99,7845227.06,1056.5
2018/5/25 8:00,7421.99,7468.31,7388,7466,4900775.69,660.15
2018/5/25 9:00,7466,7468.3,7395.32,7419.99,1975514.21,265.85
2018/5/25 10:00,7419.99,7468.31,7328.13,7362.71,7243762.68,977.49
2018/5/25 11:00,7362.71,7490,7328.14,7456.83,9019440.7,1214.39
2018/5/25 12:00,7456.83,7543.27,7448.32,7509,3304719.06,440.78
2018/5/25 13:00,7509,7510.79,7464.37,7482.99,2593014.05,346.24
2018/5/25 14:00,7482.99,7518.6,7462.92,7477.73,3009205.16,401.45
2018/5/25 15:00,7477.73,7522.06,7415.2,7500,2532181.55,338.95
2018/5/25 16:00,7500,7509.7,7452.92,7479.95,1595938.17,213.22
2018/5/25 17:00,7479.95,7486.43,7408.75,7426.2,4537413.18,609.72
2018/5/25 18:00,7426.2,7453.46,7400.01,7424.27,2250797.58,303.4
2018/5/25 19:00,7424.27,7445.19,7361.85,7427.02,2580304.29,348.3
2018/5/25 20:00,7427.02,7464.52,7401.54,7455.49,1564688.13,210.6
2018/5/25 21:00,7455.49,7455.67,7413.03,7441.7,1033446.85,139.06
2018/5/25 22:00,7441.7,7450,7360.5,7405.44,1099484.55,148.65
2018/5/25 23:00,7405.44,7505.99,7379.38,7471.18,2361645.11,316.9
2018/5/26 0:00,7471.18,7471.18,7420.28,7441.94,2330645.09,313.16
2018/5/26 1:00,7441.94,7471.96,7422.08,7447.69,832704.14,111.87
2018/5/26 2:00,7447.69,7453.1,7413.4,7426.68,467547.29,62.91
2018/5/26 3:00,7426.68,7447.51,7417.63,7447.51,279738.81,37.64
2018/5/26 4:00,7447.51,7447.51,7375.65,7392.19,1196634.18,161.64
2018/5/26 5:00,7392.19,7447.39,7370.01,7445.7,1260161.12,170.16
2018/5/26 6:00,7445.7,7447.4,7406.09,7422.96,1611184.18,217
2018/5/26 7:00,7422.96,7622.87,7410.91,7550.15,4271356.25,567.19
2018/5/26 8:00,7550.15,7569.87,7524.46,7541.17,1024772.17,135.74
2018/5/26 9:00,7541.17,7570,7532.55,7545,569127.86,75.41
2018/5/26 10:00,7545,7551.19,7512.5,7551.19,675163.24,89.64
2018/5/26 11:00,7551.19,7569.77,7512.89,7533.86,2110352.35,279.84
2018/5/26 12:00,7533.86,7551.2,7486.98,7529.4,1628986.16,216.82
2018/5/26 13:00,7529.4,7564.46,7501.7,7538.74,348169.9,46.27
2018/5/26 14:00,7538.74,7551.64,7514.49,7529.99,457620.22,60.77
2018/5/26 15:00,7529.99,7552.05,7519.99,7534.58,467563.55,62.06
2018/5/26 16:00,7534.58,7550,7519.99,7529.94,507867.51,67.43
2018/5/26 17:00,7529.94,7560.95,7515.21,7539.18,510872.39,67.72
2018/5/26 18:00,7539.18,7561.99,7532.32,7546.99,402639.24,53.4
2018/5/26 19:00,7546.99,7556.07,7514.47,7519.28,941028.65,124.91
2018/5/26 20:00,7519.28,7547.5,7518.04,7521.71,360494.65,47.89
2018/5/26 21:00,7521.71,7614.9,7451,7468.99,2683634.87,355.38
2018/5/26 22:00,7468.99,7475,7276.04,7321.8,3681235.97,499.63
2018/5/26 23:00,7321.8,7357.26,7292.32,7335.99,1605659.64,219.09
2018/5/27 0:00,7335.99,7336,7213.09,7268.39,2984404.39,411.79
2018/5/27 1:00,7268.39,7318.81,7255.01,7278,703819.12,96.45
2018/5/27 2:00,7278,7336,7278,7317.72,1212451.66,165.8
2018/5/27 3:00,7317.72,7317.72,7272.2,7295.99,685684.35,94.02
2018/5/27 4:00,7295.99,7321.66,7279.92,7306.6,480556.63,65.81
2018/5/27 5:00,7306.6,7318.36,7251.1,7286.78,937678.01,128.66
2018/5/27 6:00,7286.78,7313.4,7273.71,7301.39,668913.78,91.74
2018/5/27 7:00,7301.39,7350,7272.21,7320.84,1414884.14,193.37
2018/5/27 8:00,7320.84,7337.39,7239.45,7296.71,1711309.47,234.5
2018/5/27 9:00,7296.71,7350,7296.18,7327.21,1583268.55,216.24
2018/5/27 10:00,7327.21,7395.83,7320.63,7340.82,2692996.97,366.03
2018/5/27 11:00,7340.82,7362.77,7301.8,7341.14,689363.62,94.11
2018/5/27 12:00,7341.14,7351.94,7298.01,7317.57,438135.55,59.86
2018/5/27 13:00,7317.57,7319.65,7284.19,7308.8,256347.91,35.1
2018/5/27 14:00,7308.8,7369.57,7290.3,7355,470944.59,64.26
2018/5/27 15:00,7355,7365.96,7323.35,7337.99,282408.04,38.44
2018/5/27 16:00,7337.99,7366.79,7328.95,7348.07,409467.2,55.73
2018/5/27 17:00,7348.07,7362.11,7327.3,7362.11,621113.54,84.67
2018/5/27 18:00,7362.11,7412.57,7280.01,7292.33,1938983.11,264.28
2018/5/27 19:00,7292.33,7313.41,7283.26,7302.99,613209.1,84.07
2018/5/27 20:00,7302.99,7340.33,7296.61,7328.7,653440.72,89.24
2018/5/27 21:00,7328.7,7343.33,7303.02,7340.63,247815.81,33.82
2018/5/27 22:00,7340.63,7357,7319.11,7357,342073.93,46.61
2018/5/27 23:00,7357,7388.98,7325.04,7347.39,955732.55,129.83
2018/5/28 0:00,7347.39,7384.69,7330,7356.07,900915.27,122.59
2018/5/28 1:00,7356.07,7392.33,7316.19,7372.21,1150763.75,156.54
2018/5/28 2:00,7372.21,7374.63,7349.47,7372.43,410605.74,55.75
2018/5/28 3:00,7372.43,7445,7357.97,7382.06,2228867,300.73
2018/5/28 4:00,7382.06,7396.94,7307,7332.11,2130815.34,289.76
2018/5/28 5:00,7332.11,7357.9,7170,7197,7510090.55,1037.21
2018/5/28 6:00,7197,7232.31,7177,7209.34,4227521.37,586.61
2018/5/28 7:00,7209.34,7247.86,7209.34,7232.84,2583410.88,357.34
2018/5/28 8:00,7232.84,7247.74,7215.42,7235,1808371.24,250.19
2018/5/28 9:00,7235,7250,7212.04,7222.55,1245593.41,172.15
2018/5/28 10:00,7222.55,7248.65,7212,7241,618748.48,85.57
2018/5/28 11:00,7241,7244.13,7210,7227.81,1076524.32,148.94
2018/5/28 12:00,7227.81,7320.61,7185,7297.03,3986102.09,548.9
2018/5/28 13:00,7297.03,7299.78,7260.42,7269.92,1458642.19,200.45
2018/5/28 14:00,7269.92,7290.4,7242.02,7263.99,702976.09,96.61
2018/5/28 15:00,7263.99,7282.52,7220.25,7244.95,1175393.85,161.99
2018/5/28 16:00,7244.95,7254.34,7214.83,7219.02,871767.12,120.49
2018/5/28 17:00,7219.02,7243.88,7203,7238.51,1352577.93,187.23
2018/5/28 18:00,7238.51,7261.33,7210.55,7210.55,717209.08,99.15
2018/5/28 19:00,7210.55,7272.83,7210.55,7239.22,1458323.8,201.24
2018/5/28 20:00,7239.22,7258.92,7200,7224,1311821.04,181.39
2018/5/28 21:00,7224,7230,7140.78,7166,3301333,460.79
2018/5/28 22:00,7166,7180.5,7084.99,7144.36,4101116.84,576.04
2018/5/28 23:00,7144.36,7148.98,7094.01,7112.5,1322652.27,186
2018/5/29 0:00,7112.5,7143.52,7104.76,7119.93,842970.86,118.34
2018/5/29 1:00,7119.93,7140,7026.9,7113.07,4410186.63,624.45
2018/5/29 2:00,7113.07,7122.26,7073.49,7105.18,661067.36,93.2
2018/5/29 3:00,7105.18,7139.8,7097.53,7125.46,1051442.28,147.72
2018/5/29 4:00,7125.46,7140,7105.02,7134.39,933722.88,131.11
2018/5/29 5:00,7134.39,7139.24,7067.39,7101.58,1728939.05,243.58
2018/5/29 6:00,7101.58,7124.12,7090.32,7108.89,1310742.52,184.42
2018/5/29 7:00,7108.89,7162.71,7097.4,7153.55,2194110.83,307.38
2018/5/29 8:00,7153.55,7153.55,7105.85,7124.65,1587451.64,222.78
2018/5/29 9:00,7124.65,7134.18,7097.26,7120.19,4198357.67,589.92
2018/5/29 10:00,7120.19,7200,7117.7,7178.37,7752376.45,1083.14
2018/5/29 11:00,7178.37,7484.39,7178.37,7406.4,16963757.09,2308.88
2018/5/29 12:00,7406.4,7453.38,7380.1,7408.25,4796851.59,647.7
2018/5/29 13:00,7408.25,7474.79,7401.02,7453.01,6402642.37,860.94
2018/5/29 14:00,7453.01,7471.52,7394.74,7414.12,3757360,506.27
2018/5/29 15:00,7414.12,7430,7386.11,7425,3145300.64,424.55
2018/5/29 16:00,7425,7445.63,7407.06,7428.5,3031364.54,408.12
2018/5/29 17:00,7428.5,7537,7408.6,7502.89,3457394.89,463.33
2018/5/29 18:00,7502.89,7536.71,7431.1,7457.51,2149353.57,287.25
2018/5/29 19:00,7457.51,7476.92,7442.2,7470,941258.43,126.14
2018/5/29 20:00,7470,7524.46,7458.36,7496.72,3592574.15,479.06
